timestamp,equity,cash
2026-04-28T17:58:58Z,97688.72,73179.2
2026-04-28T18:00:58Z,97688.72,73179.2
2026-04-28T18:02:58Z,97688.72,73179.2
2026-04-28T18:05:00Z,97662.2,73179.2
2026-04-28T18:06:59Z,97662.2,73179.2
2026-04-28T18:08:58Z,97662.2,73179.2
2026-04-28T18:10:59Z,97662.2,73179.2
2026-04-28T18:12:59Z,97662.2,73179.2
2026-04-28T18:14:59Z,97662.2,73179.2
2026-04-28T18:16:59Z,97709.04,73179.2
2026-04-28T18:18:59Z,97533.94,48705.95
2026-04-28T18:20:59Z,97620.6,48667.06
2026-04-28T18:22:59Z,97641.34,48667.06
2026-04-28T18:24:59Z,97686.3,48667.06
2026-04-28T18:26:59Z,97586.64,48667.06
2026-04-28T18:28:59Z,97543.54,48667.06
2026-04-28T18:30:59Z,97635.32,48667.06
2026-04-28T18:32:59Z,97675.82,48667.06
2026-04-28T18:34:59Z,97661.04,48667.06
2026-04-28T18:36:59Z,97562.65,48667.06
2026-04-28T18:38:59Z,97664.54,48667.06
2026-04-28T18:40:59Z,97664.54,48667.06
2026-04-28T18:42:59Z,97603.78,48667.06
2026-04-28T18:44:59Z,97591.65,48667.06
2026-04-28T18:46:59Z,97470.02,48667.06
2026-04-28T18:48:59Z,97464.48,48667.06
2026-04-28T18:50:59Z,97562.13,48667.06
2026-04-28T18:52:59Z,97563.88,48667.06
2026-04-28T18:54:59Z,97568.02,48667.06
2026-04-28T18:56:59Z,97568.02,48667.06
2026-04-28T18:58:59Z,97589.92,48667.06
2026-04-28T19:00:59Z,97589.92,48667.06
2026-04-28T19:02:59Z,97590.79,48667.06
2026-04-28T19:04:59Z,97590.79,48667.06
2026-04-28T19:06:59Z,97590.79,48667.06
2026-04-28T19:08:59Z,97590.79,48667.06
2026-04-28T19:10:59Z,97590.79,48667.06
2026-04-28T19:12:59Z,97542.35,48667.06
2026-04-28T19:14:59Z,97542.35,48667.06
2026-04-28T19:16:59Z,97542.35,48667.06
2026-04-28T19:18:59Z,97542.35,48667.06
2026-04-28T19:20:59Z,97542.35,48667.06
2026-04-28T19:22:59Z,97542.35,48667.06
2026-04-28T19:24:59Z,97552.13,48667.06
2026-04-28T19:26:59Z,97526.63,48667.06
2026-04-28T19:28:59Z,97526.63,48667.06
2026-04-28T19:30:59Z,97526.63,48667.06
2026-04-28T19:32:59Z,97541.6,48667.06
2026-04-28T19:34:59Z,97541.6,48667.06
2026-04-28T19:36:59Z,97541.6,48667.06
2026-04-28T19:38:59Z,97541.6,48667.06
2026-04-28T19:40:59Z,97541.6,48667.06
2026-04-28T19:42:59Z,97541.6,48667.06
2026-04-28T19:44:59Z,97591.83,48667.06
2026-04-28T19:46:59Z,97599.12,48667.06
2026-04-28T19:48:59Z,97602.85,48667.06
2026-04-28T19:50:59Z,97602.85,48667.06
2026-04-28T19:52:59Z,97524.38,24252.91
2026-04-28T19:54:59Z,97590.46,24223.29
2026-04-28T19:56:59Z,97628.4,24197.41
2026-04-28T19:58:59Z,97628.4,24197.41
2026-04-28T20:00:59Z,97644.96,24197.41
2026-04-28T20:02:59Z,97610.41,24197.41
2026-04-28T20:04:59Z,97610.41,24197.41
2026-04-28T20:06:59Z,97632.79,24197.41
2026-04-28T20:08:59Z,97603.6,24197.41
2026-04-28T20:10:59Z,97603.46,24197.41
2026-04-28T20:12:59Z,97592.08,24197.41
2026-04-28T20:14:59Z,97592.08,24197.41
2026-04-28T20:17:00Z,97733.42,24197.41
